04-18-2026 23:19:07 RAM 6057/7620MB (lfb 5x4MB) SWAP 1354/3810MB (cached 16MB) CPU [1%@883,4%@883,3%@883,3%@883,1%@729,44%@729] GR3D_FREQ 98% cpu@55.093C soc2@54.718C soc0@53.718C gpu@55.468C tj@55.468C soc1@54.562C VDD_IN 7148mW/7148mW VDD_CPU_GPU_CV 2030mW/2030mW VDD_SOC 1754mW/1754mW
04-18-2026 23:19:33 RAM 6058/7620MB (lfb 5x4MB) SWAP 1354/3810MB (cached 16MB) CPU [2%@1510,0%@1510,0%@1510,0%@1510,55%@729,0%@729] GR3D_FREQ 61% cpu@56.093C soc2@55.25C soc0@54.093C gpu@56.156C tj@56.156C soc1@55.031C VDD_IN 9166mW/9164mW VDD_CPU_GPU_CV 3441mW/3417mW VDD_SOC 1941mW/1955mW
04-18-2026 23:19:34 RAM 6058/7620MB (lfb 5x4MB) SWAP 1354/3810MB (cached 16MB) CPU [1%@1510,1%@1510,1%@1510,0%@1510,56%@729,0%@729] GR3D_FREQ 72% cpu@55.875C soc2@55.218C soc0@54.125C gpu@56.062C tj@56.062C soc1@54.968C VDD_IN 9126mW/9163mW VDD_CPU_GPU_CV 3401mW/3416mW VDD_SOC 1941mW/1955mW
04-18-2026 23:19:34 RAM 6058/7620MB (lfb 5x4MB) SWAP 1354/3810MB (cached 16MB) CPU [5%@1510,3%@1510,0%@1510,0%@1510,53%@729,0%@729] GR3D_FREQ 70% cpu@55.875C soc2@55.375C soc0@54.093C gpu@56.25C tj@56.25C soc1@55C VDD_IN 9285mW/9166mW VDD_CPU_GPU_CV 3520mW/3418mW VDD_SOC 1980mW/1955mW
04-18-2026 23:19:35 RAM 6058/7620MB (lfb 5x4MB) SWAP 1354/3810MB (cached 16MB) CPU [0%@1510,0%@1510,1%@1510,1%@1510,50%@729,0%@729] GR3D_FREQ 71% cpu@55.812C soc2@55.406C soc0@54.156C gpu@56.312C tj@56.312C soc1@54.968C VDD_IN 9388mW/9170mW VDD_CPU_GPU_CV 3593mW/3421mW VDD_SOC 1980mW/1955mW
04-18-2026 23:19:35 RAM 6058/7620MB (lfb 5x4MB) SWAP 1354/3810MB (cached 16MB) CPU [2%@1510,0%@1510,0%@1510,0%@1510,54%@729,0%@729] GR3D_FREQ 56% cpu@55.781C soc2@55.312C soc0@54.25C gpu@56.187C tj@56.187C soc1@54.937C VDD_IN 9245mW/9171mW VDD_CPU_GPU_CV 3480mW/3422mW VDD_SOC 1980mW/1956mW
04-18-2026 23:19:36 RAM 6058/7620MB (lfb 5x4MB) SWAP 1354/3810MB (cached 16MB) CPU [1%@1510,1%@1510,0%@1510,0%@1510,55%@729,1%@729] GR3D_FREQ 55% cpu@55.781C soc2@55.406C soc0@54.25C gpu@56.343C tj@56.343C soc1@54.968C VDD_IN 9205mW/9171mW VDD_CPU_GPU_CV 3441mW/3423mW VDD_SOC 1980mW/1956mW
04-18-2026 23:19:36 RAM 6058/7620MB (lfb 5x4MB) SWAP 1354/3810MB (cached 16MB) CPU [3%@1510,1%@1510,3%@729,1%@729,54%@729,0%@729] GR3D_FREQ 56% cpu@55.75C soc2@55.375C soc0@54.281C gpu@56.375C tj@56.375C soc1@54.875C VDD_IN 9205mW/9172mW VDD_CPU_GPU_CV 3441mW/3423mW VDD_SOC 1941mW/1956mW
04-18-2026 23:19:37 RAM 6058/7620MB (lfb 5x4MB) SWAP 1354/3810MB (cached 16MB) CPU [0%@1510,2%@729,1%@729,1%@729,55%@729,0%@729] GR3D_FREQ 93% cpu@55.781C soc2@55.375C soc0@54.187C gpu@56.5C tj@56.5C soc1@54.937C VDD_IN 9126mW/9171mW VDD_CPU_GPU_CV 3401mW/3423mW VDD_SOC 1941mW/1956mW
04-18-2026 23:19:37 RAM 6058/7620MB (lfb 5x4MB) SWAP 1354/3810MB (cached 16MB) CPU [3%@1510,1%@1510,1%@729,0%@729,54%@729,0%@729] GR3D_FREQ 70% cpu@55.656C soc2@55.406C soc0@54.218C gpu@56.375C tj@56.375C soc1@55.187C VDD_IN 9205mW/9172mW VDD_CPU_GPU_CV 3480mW/3424mW VDD_SOC 1980mW/1956mW
04-18-2026 23:19:38 RAM 6058/7620MB (lfb 5x4MB) SWAP 1354/3810MB (cached 16MB) CPU [0%@1510,0%@1510,0%@1510,0%@1510,50%@729,3%@729] GR3D_FREQ 75% cpu@55.875C soc2@55.468C soc0@54.187C gpu@56.656C tj@56.656C soc1@55.187C VDD_IN 9388mW/9175mW VDD_CPU_GPU_CV 3593mW/3426mW VDD_SOC 1980mW/1956mW
04-18-2026 23:19:38 RAM 6058/7620MB (lfb 5x4MB) SWAP 1354/3810MB (cached 16MB) CPU [0%@1510,1%@729,0%@729,0%@729,54%@729,0%@729] GR3D_FREQ 81% cpu@55.937C soc2@55.375C soc0@54.281C gpu@56.218C tj@56.218C soc1@55.062C VDD_IN 9285mW/9177mW VDD_CPU_GPU_CV 3520mW/3428mW VDD_SOC 1980mW/1957mW
04-18-2026 23:19:39 RAM 6058/7620MB (lfb 5x4MB) SWAP 1354/3810MB (cached 16MB) CPU [0%@1510,1%@1510,1%@729,1%@729,54%@729,1%@729] GR3D_FREQ 97% cpu@56.156C soc2@55.375C soc0@54.187C gpu@56.187C tj@56.187C soc1@55.031C VDD_IN 9205mW/9177mW VDD_CPU_GPU_CV 3480mW/3429mW VDD_SOC 1980mW/1957mW
04-18-2026 23:19:39 RAM 6058/7620MB (lfb 5x4MB) SWAP 1354/3810MB (cached 16MB) CPU [3%@1510,0%@1510,1%@729,0%@729,54%@729,0%@729] GR3D_FREQ 98% cpu@55.937C soc2@55.406C soc0@54.281C gpu@56.156C tj@56.156C soc1@55.031C VDD_IN 9205mW/9178mW VDD_CPU_GPU_CV 3401mW/3428mW VDD_SOC 1941mW/1957mW
04-18-2026 23:19:40 RAM 6058/7620MB (lfb 5x4MB) SWAP 1354/3810MB (cached 16MB) CPU [0%@1510,0%@1510,1%@729,0%@729,55%@729,0%@729] GR3D_FREQ 56% cpu@56.031C soc2@55.5C soc0@54.187C gpu@56.343C tj@56.343C soc1@55.031C VDD_IN 9126mW/9177mW VDD_CPU_GPU_CV 3401mW/3428mW VDD_SOC 1941mW/1957mW
